id,a
5030,0.0
5031,0.13
5032,0.02
5033,0.11
5034,0.01
5035,0.04
5036,0.01
5037,0.05
5038,0.0
5039,0.04
5040,0.01
5041,0.0
5042,0.02
5043,0.08
5044,0.0
5045,0.26
5046,0.02
5047,0.26
5048,0.1
5049,0.01
5050,0.28
5051,0.0
5052,0.0
5053,0.0
5054,0.01
5055,0.0
5056,0.0
5057,0.05
5058,0.01
5059,0.0
5060,0.01
5061,0.44
5062,0.03
5063,0.02
5064,0.01
5065,0.0
5066,0.0
5067,0.0
5068,0.04
5069,0.0
5070,0.03
5071,0.03
5072,0.02
5073,0.03
5074,0.01
5075,0.02
5076,0.01
5077,0.01
5078,0.0
5079,0.0
5080,0.28
5081,0.0
5082,0.0
5083,0.0
5084,0.17
5085,0.3
5086,0.03
5087,0.01
5088,0.0
5089,0.13
5090,0.0
5091,0.03
5092,0.02
5093,0.01
5094,0.05
5095,0.0
5096,0.02
5097,0.11
5098,0.0
5099,0.52
5100,0.0
5101,0.03
5102,0.01
5103,0.07
5104,0.0
5105,0.01
5106,0.06
5107,0.07
5108,0.06
5109,0.02
5110,0.04
5111,0.03
5112,0.03
5113,0.04
5114,0.0
5115,0.0
5116,0.14
5117,0.04
5118,0.02
5119,0.01
5120,0.0
5121,0.42
5122,0.02
5123,0.02
5124,0.06
5125,0.07
5126,0.25
5127,0.02
5128,0.0
5129,0.05
5130,0.0
5131,0.01
5132,0.0
5133,0.0
5134,0.22
5135,0.19
5136,0.01
5137,0.03
5138,0.18
5139,0.51
5140,0.03
5141,0.02
5142,0.01
5143,0.01
5144,0.0
5145,0.0
5146,0.05
5147,0.05
5148,0.05
5149,0.02
5150,0.01
5151,0.06
5152,0.02
5153,0.0
5154,0.05
5155,0.02
5156,0.68
5157,0.0
5158,0.03
5159,0.26
5160,0.15
5161,0.0
5162,0.02
5163,0.19
5164,0.0
5165,0.05
5166,0.0
5167,0.09
5168,0.0
5169,0.01
5170,0.02
5171,0.0
5172,0.53
5173,0.01
5174,0.27057683982683967
5175,0.01
5176,0.0
5177,0.0
5178,0.03
5179,0.71
5180,0.02
5181,0.17
5182,0.02
5183,0.0
5184,0.0
5185,0.0
5186,0.0
5187,0.01
5188,0.06
5189,0.0
5190,0.0
5191,0.03
5192,0.42
5193,0.05
5194,0.0
5195,0.05
5196,0.06
5197,0.0
5198,0.01
5199,0.01
5200,0.26
5201,0.25
5202,0.02
5203,0.01
5204,0.06
5205,0.0
5206,0.14
5207,0.07
5208,0.26
5209,0.2
5210,0.14
5211,0.01
5212,0.1
5213,0.05
5214,0.05
5215,0.47
5216,0.06
5217,0.09
5218,0.04
5219,0.0
5220,0.01
5221,0.02
5222,0.4
5223,0.08
5224,0.25
5225,0.0
5226,0.03
5227,0.04
5228,0.29
5229,0.01
5230,0.0
5231,0.0
5232,0.39
5233,0.03
5234,0.02
5235,0.05
5236,0.04
5237,0.06
5238,0.01
5239,0.02
5240,0.0
5241,0.04
5242,0.01
5243,0.0
5244,0.0
5245,0.0034285714285714284
5246,0.01
5247,0.0
5248,0.0
5249,0.0
5250,0.03
5251,0.08
5252,0.0
5253,0.07
5254,0.1
5255,0.22
5256,0.06
5257,0.33
5258,0.0
5259,0.0
5260,0.01
5261,0.02
5262,0.66
5263,0.19
5264,0.0
5265,0.02
5266,0.02
5267,0.21
5268,0.01
5269,0.03
5270,0.01
5271,0.04
5272,0.22
5273,0.0
5274,0.03
5275,0.03
5276,0.02
5277,0.03
5278,0.0
5279,0.03
5280,0.16
5281,0.0
5282,0.03
5283,0.0
5284,0.03
5285,0.01
5286,0.02
5287,0.0
5288,0.01
5289,0.01
5290,0.0
5291,0.79
5292,0.0
5293,0.56
5294,0.01
5295,0.01
5296,0.02
5297,0.03
5298,0.02
5299,0.0
5300,0.14
5301,0.1
5302,0.0
5303,0.04
5304,0.12
5305,0.0
5306,0.01
5307,0.02
5308,0.01
5309,0.0
5310,0.12
5311,0.05
5312,0.02
5313,0.2011764705882353
5314,0.05
5315,0.01
5316,0.14
5317,0.0
5318,0.02
5319,0.0
5320,0.84
5321,0.16
5322,0.0
5323,0.04
5324,0.01
5325,0.0
5326,0.0
5327,0.07
5328,0.08
5329,0.02
5330,0.0
5331,0.0
5332,0.05
5333,0.03
5334,0.0
5335,0.0
5336,0.02
5337,0.04
5338,0.05
5339,0.02
5340,0.0
5341,0.13
5342,0.0
5343,0.08
5344,0.02
5345,0.0
5346,0.03
5347,0.0
5348,0.0
5349,0.28
5350,0.0
5351,0.0
5352,0.0
5353,0.0
5354,0.02
5355,0.1
5356,0.06
5357,0.0
5358,0.19
5359,0.2
5360,0.02
5361,0.0
5362,0.0
5363,0.03
5364,0.0
5365,0.01
5366,0.07
5367,0.04
5368,0.0
5369,0.02
5370,0.0
5371,0.03
5372,0.0
5373,0.03
5374,0.0
5375,0.0
5376,0.19
5377,0.02
5378,0.05
5379,0.11
5380,0.05
5381,0.17
5382,0.08
5383,0.0
5384,0.36
5385,0.03
5386,0.02
5387,0.0
5388,0.01
5389,0.01
5390,0.01
5391,0.03
5392,0.0
5393,0.0
5394,0.06
5395,0.02
5396,0.04
5397,0.0
5398,0.0
5399,0.01
5400,0.01
5401,0.0
5402,0.03
5403,0.0
5404,0.02
5405,0.0
5406,0.0
5407,0.0
5408,0.07
5409,0.35
5410,0.02
5411,0.03833333333333333
5412,0.15
5413,0.0
5414,0.01
5415,0.01
5416,0.0
5417,0.0
5418,0.01
5419,0.0
5420,0.02
5421,0.02
5422,0.0
5423,0.06
5424,0.03
5425,0.0
5426,0.08
5427,0.0
5428,0.0
5429,0.25
5430,0.48
5431,0.01
5432,0.0
5433,0.12
5434,0.01
5435,0.05
5436,0.05
5437,0.0
5438,0.13
5439,0.45
5440,0.79
5441,0.54
5442,0.03
5443,0.0
5444,0.01
5445,0.08
5446,0.02
5447,0.01
5448,0.04
5449,0.06
5450,0.05
5451,0.08
5452,0.0
5453,0.01
5454,0.0
5455,0.0
5456,0.03
5457,0.14
5458,0.0
5459,0.0
5460,0.17
5461,0.0
5462,0.19
5463,0.03
5464,0.0
5465,0.03
5466,0.25
5467,0.01
5468,0.02
5469,0.0
5470,0.02
5471,0.01
5472,0.02
5473,0.0
5474,0.14
5475,0.1
5476,0.0
5477,0.01
5478,0.02
5479,0.02
5480,0.0
5481,0.0
5482,0.05
5483,0.07
5484,0.0
5485,0.01
5486,0.16
5487,0.09
5488,0.06
5489,0.01
5490,0.16
5491,0.0
5492,0.0
5493,0.02
5494,0.37
5495,0.22
5496,0.05
5497,0.0
5498,0.02
5499,0.18
5500,0.05
5501,0.23
5502,0.05
5503,0.0
5504,0.0
5505,0.04
5506,0.14
5507,0.02
5508,0.05
5509,0.04
5510,0.61
5511,0.09
5512,0.44
5513,0.51
5514,0.17
5515,0.0
5516,0.0
5517,0.3
5518,0.01
5519,0.0
5520,0.37
5521,0.0
5522,0.0
5523,0.01
5524,0.0
5525,0.0
5526,0.0
5527,0.0
5528,0.03
5529,0.02
5530,0.0
5531,0.03
5532,0.0
5533,0.04
5534,0.0
5535,0.16
5536,0.05
5537,0.0
5538,0.0
5539,0.01
5540,0.44
5541,0.01
5542,0.04
5543,0.06
5544,0.07
5545,0.0
5546,0.0
5547,0.0
5548,0.0
5549,0.43
5550,0.0
5551,0.05
5552,0.24
5553,0.0
5554,0.01
5555,0.0
5556,0.0
5557,0.04
5558,0.0
5559,0.02
5560,0.0
5561,0.0
5562,0.06
5563,0.02
5564,0.0
5565,0.0
5566,0.53
5567,0.0
5568,0.0
5569,0.0
5570,0.05
5571,0.0
5572,0.02
5573,0.01
5574,0.05
5575,0.23
5576,0.18
5577,0.04
5578,0.0
5579,0.0
5580,0.04
5581,0.02
5582,0.0
5583,0.19
5584,0.03
5585,0.0
5586,0.17
5587,0.04
5588,0.0
5589,0.01
5590,0.01
5591,0.01
5592,0.21
5593,0.03
5594,0.02
5595,0.07
5596,0.49
5597,0.0
5598,0.0
5599,0.59
5600,0.42
5601,0.11
5602,0.37
5603,0.0
5604,0.03
5605,0.01
5606,0.22
5607,0.38
5608,0.04
5609,0.05
5610,0.03
5611,0.11
5612,0.04
5613,0.01
5614,0.03
5615,0.01
5616,0.31
5617,0.02
5618,0.33
5619,0.03
5620,0.07
5621,0.01
5622,0.62
5623,0.03
5624,0.0
5625,0.01
5626,0.41
5627,0.01
5628,0.06
5629,0.0
5630,0.0
5631,0.02
5632,0.01
5633,0.03
5634,0.06
5635,0.42
5636,0.01
5637,0.06
5638,0.01
5639,0.0
5640,0.17
5641,0.03
5642,0.07
5643,0.03
5644,0.03
5645,0.11
5646,0.01
5647,0.0
5648,0.23
5649,0.08
5650,0.08
5651,0.02
5652,0.05
5653,0.08
5654,0.02
5655,0.03
5656,0.02
5657,0.02
5658,0.01
5659,0.02
5660,0.01
5661,0.02
5662,0.0
5663,0.01
5664,0.01
5665,0.0
5666,0.49
5667,0.0
5668,0.01
5669,0.0
5670,0.0
5671,0.0
5672,0.15
5673,0.12
5674,0.05
5675,0.06
5676,0.13
5677,0.0
5678,0.06
5679,0.02
5680,0.03
5681,0.0
5682,0.09
5683,0.03
5684,0.02
5685,0.0
5686,0.0
5687,0.11
5688,0.52
5689,0.0
5690,0.01
5691,0.0
5692,0.0
5693,0.0
5694,0.0
5695,0.0
5696,0.05
5697,0.02
5698,0.03
5699,0.0
5700,0.01
5701,0.46
5702,0.0
5703,0.02
5704,0.07
5705,0.0
5706,0.04
5707,0.52
5708,0.01
5709,0.05
5710,0.5
5711,0.0
5712,0.03
5713,0.75
5714,0.01
5715,0.01
5716,0.0
5717,0.0
5718,0.0
5719,0.0
5720,0.0
5721,0.01
5722,0.01
5723,0.0
5724,0.0
5725,0.01
5726,0.02
5727,0.02
5728,0.08
5729,0.06
5730,0.1
5731,0.08
5732,0.02
5733,0.0
5734,0.01
5735,0.01
5736,0.27
5737,0.0
5738,0.0
5739,0.02
5740,0.12
5741,0.0
5742,0.56
5743,0.1
5744,0.03
5745,0.02
5746,0.02
5747,0.1
5748,0.01
5749,0.01
5750,0.0
5751,0.06
5752,0.0
5753,0.01
5754,0.33
5755,0.0
5756,0.01
5757,0.0
5758,0.27
5759,0.66
5760,0.0
5761,0.05
5762,0.09
5763,0.02
5764,0.08
5765,0.05
5766,0.01
5767,0.0
5768,0.06844444444444445
5769,0.33
5770,0.04
5771,0.17
5772,0.02
5773,0.13
5774,0.02
5775,0.02
5776,0.75
5777,0.02
5778,0.04
5779,0.03
5780,0.0
5781,0.01
5782,0.02
5783,0.0
5784,0.05
5785,0.01
5786,0.03
5787,0.03
5788,0.02
5789,0.0
5790,0.0
5791,0.34
5792,0.04
5793,0.03
5794,0.0
5795,0.19
5796,0.04
5797,0.28
5798,0.23
5799,0.01
5800,0.07
5801,0.39
5802,0.0
5803,0.0
5804,0.02
5805,0.01
5806,0.0
5807,0.08
5808,0.1
5809,0.0
5810,0.11
5811,0.0
5812,0.0
5813,0.0
5814,0.0
5815,0.01
5816,0.08
5817,0.02
5818,0.01
5819,0.0
5820,0.08
5821,0.0
5822,0.0
5823,0.0
5824,0.04
5825,0.01
5826,0.69
5827,0.28
5828,0.46
5829,0.05
5830,0.03
5831,0.12
5832,0.05
5833,0.03
5834,0.13
5835,0.01
5836,0.02
5837,0.14
5838,0.19
5839,0.06
5840,0.03
5841,0.0
5842,0.0
5843,0.0
5844,0.02
5845,0.0
5846,0.11
5847,0.0
5848,0.08
5849,0.0
5850,0.0
5851,0.0
5852,0.34
5853,0.0
5854,0.06
5855,0.06
5856,0.0
5857,0.29
5858,0.55
5859,0.01
5860,0.02
5861,0.33
5862,0.01
5863,0.0
5864,0.0
5865,0.03
5866,0.07
5867,0.0
5868,0.03
5869,0.46
5870,0.0
5871,0.08
5872,0.0
5873,0.0
5874,0.0
5875,0.13
5876,0.0
5877,0.0
5878,0.15
5879,0.12
5880,0.07
5881,0.0
5882,0.01
5883,0.01
5884,0.04
5885,0.22
5886,0.1
5887,0.0
5888,0.05
5889,0.0
5890,0.06
5891,0.2
5892,0.03
5893,0.0
5894,0.1
5895,0.08
5896,0.07
5897,0.08
5898,0.05
5899,0.01
5900,0.01
5901,0.01
5902,0.0
5903,0.0
5904,0.0
5905,0.04
5906,0.05
5907,0.03
5908,0.03
5909,0.0
5910,0.39
5911,0.0
5912,0.03
5913,0.03
5914,0.22
5915,0.01
5916,0.0
5917,0.0
5918,0.0
5919,0.3
5920,0.0
5921,0.0
5922,0.03
5923,0.04
5924,0.09
5925,0.03
5926,0.14
5927,0.0
5928,0.42
5929,0.0
5930,0.01
5931,0.13
5932,0.01
5933,0.0
5934,0.01
5935,0.55
5936,0.18
5937,0.01
5938,0.01
5939,0.0
5940,0.0
5941,0.0
5942,0.0
5943,0.18
5944,0.09
5945,0.0
5946,0.13
5947,0.01
5948,0.01
5949,0.02
5950,0.01
5951,0.02
5952,0.05
5953,0.0
5954,0.0
5955,0.19
5956,0.0
5957,0.42
5958,0.08
5959,0.04
5960,0.0
5961,0.0
5962,0.01
5963,0.03
5964,0.03
5965,0.0
5966,0.05
5967,0.01
5968,0.01
5969,0.03
5970,0.0
5971,0.05
5972,0.02
5973,0.03
5974,0.08
5975,0.05
5976,0.01
5977,0.0
5978,0.11
5979,0.0
5980,0.05
5981,0.03
5982,0.02
5983,0.03
5984,0.01
5985,0.19
5986,0.03
5987,0.03
5988,0.03
5989,0.0
5990,0.0
5991,0.02
5992,0.03
5993,0.13
5994,0.0
5995,0.09
5996,0.05
5997,0.0
5998,0.0
5999,0.19
6000,0.0
6001,0.03
6002,0.04
6003,0.02
6004,0.0
6005,0.17
6006,0.0
6007,0.0
6008,0.02
6009,0.05
6010,0.09
6011,0.01
6012,0.01
6013,0.0
6014,0.01
6015,0.0
6016,0.0
6017,0.0
6018,0.0
6019,0.12
6020,0.02
6021,0.01
6022,0.02
6023,0.41
6024,0.13
6025,0.01
6026,0.11
6027,0.0
6028,0.24
6029,0.0
6030,0.07
6031,0.01
6032,0.09
6033,0.01
6034,0.35
6035,0.02
6036,0.0
6037,0.02
6038,0.02
6039,0.0
6040,0.1
6041,0.02
6042,0.0
6043,0.0
6044,0.0
6045,0.01
6046,0.01
6047,0.09
6048,0.25
6049,0.0
6050,0.0
6051,0.2
6052,0.01
6053,0.11
6054,0.0
6055,0.0
6056,0.05
6057,0.01
6058,0.0
6059,0.0
6060,0.02
6061,0.02
6062,0.519129093129093
6063,0.14
6064,0.0
6065,0.02
6066,0.01
6067,0.14
6068,0.03
6069,0.0
6070,0.02
6071,0.0
6072,0.0
6073,0.01
6074,0.04
6075,0.12
6076,0.03
6077,0.12091095016095009
6078,0.0
6079,0.26
6080,0.16
6081,0.03
6082,0.16
6083,0.01
6084,0.0
6085,0.0
6086,0.14
6087,0.05
6088,0.07
6089,0.02
6090,0.05
6091,0.01
6092,0.02
6093,0.02
6094,0.0
6095,0.01
6096,0.02
6097,0.01
6098,0.01
6099,0.07
6100,0.27
6101,0.0
6102,0.01
6103,0.0
6104,0.04
6105,0.0
6106,0.26
6107,0.0
6108,0.01
6109,0.04
6110,0.01
6111,0.04
6112,0.0
6113,0.01
6114,0.02
6115,0.0
6116,0.02
6117,0.06
6118,0.0
6119,0.01
6120,0.0
6121,0.0
6122,0.01
6123,0.0
6124,0.0
6125,0.34
6126,0.13
6127,0.0
6128,0.0
6129,0.01
6130,0.0
6131,0.1
6132,0.03
6133,0.02
6134,0.12
6135,0.02
6136,0.0
6137,0.0
6138,0.1
6139,0.05
6140,0.35
6141,0.0
6142,0.01
6143,0.02
6144,0.05
6145,0.01
6146,0.14
6147,0.0
6148,0.08
6149,0.01
6150,0.0
6151,0.34
6152,0.05
6153,0.0
6154,0.31
6155,0.14
6156,0.02
6157,0.06
6158,0.01
6159,0.0
6160,0.16
6161,0.01
6162,0.11
6163,0.0
6164,0.0
6165,0.0
6166,0.17
6167,0.0
6168,0.0
6169,0.82
6170,0.05
6171,0.32
6172,0.0
6173,0.01
6174,0.06
6175,0.02
6176,0.1
6177,0.03
6178,0.0
6179,0.16
6180,0.0
6181,0.06
6182,0.04
6183,0.01
6184,0.0
6185,0.04
6186,0.0
6187,0.1
6188,0.01
6189,0.0
6190,0.02
6191,0.04
6192,0.07
6193,0.02
6194,0.03
6195,0.01
6196,0.01
6197,0.0
6198,0.03
6199,0.05
6200,0.01
6201,0.43
6202,0.01
6203,0.06
6204,0.05
6205,0.0
6206,0.01
6207,0.05
6208,0.0
6209,0.02
6210,0.19
6211,0.02
6212,0.05
6213,0.0
6214,0.04
6215,0.02
6216,0.0
6217,0.0
6218,0.06
6219,0.56
6220,0.07
6221,0.04
6222,0.01
6223,0.0
6224,0.0
6225,0.02
6226,0.01
6227,0.0
6228,0.04
6229,0.42
6230,0.09
6231,0.0
6232,0.02
6233,0.12
6234,0.0
6235,0.02
6236,0.01
6237,0.0
6238,0.02
6239,0.0
6240,0.0
6241,0.02
6242,0.38
6243,0.09
6244,0.5
6245,0.09
6246,0.06
6247,0.74
6248,0.09
6249,0.06
6250,0.0
6251,0.01
6252,0.0
6253,0.17
6254,0.02
6255,0.0
6256,0.03
6257,0.12
6258,0.01
6259,0.0
6260,0.17
6261,0.0
6262,0.01
6263,0.17
6264,0.01
6265,0.05
6266,0.07
6267,0.0
6268,0.48
6269,0.03
6270,0.02
6271,0.02
6272,0.0
6273,0.01
6274,0.09
6275,0.09
6276,0.02
6277,0.09
6278,0.04
6279,0.37
6280,0.0
6281,0.0
6282,0.0
6283,0.04
6284,0.0
6285,0.0
6286,0.0
6287,0.0
6288,0.02
6289,0.02
6290,0.03
6291,0.01
6292,0.0
6293,0.04
6294,0.1
6295,0.01
6296,0.0
6297,0.06
6298,0.03
6299,0.02
6300,0.07
6301,0.04
6302,0.0
6303,0.04
6304,0.01
6305,0.01
6306,0.18
6307,0.0
6308,0.01
6309,0.07
6310,0.02
6311,0.01
6312,0.01
6313,0.0
6314,0.14
6315,0.02
6316,0.02
6317,0.03
6318,0.01
6319,0.01
6320,0.0
6321,0.04
6322,0.0
6323,0.04
6324,0.03
6325,0.03
6326,0.0
6327,0.01
6328,0.23
6329,0.04
6330,0.01
6331,0.0
6332,0.01
6333,0.0
6334,0.03
6335,0.25
6336,0.0
6337,0.07
6338,0.04
6339,0.0
6340,0.0
6341,0.0
6342,0.0
6343,0.0
6344,0.01
6345,0.0
6346,0.04
6347,0.15
6348,0.01
6349,0.52
6350,0.36
6351,0.0
6352,0.01
6353,0.01
6354,0.0
6355,0.0
6356,0.01
6357,0.01
6358,0.0
6359,0.0
6360,0.03
6361,0.0
6362,0.1
6363,0.0
6364,0.01
6365,0.05
6366,0.02
6367,0.0
6368,0.03
6369,0.0
6370,0.02
6371,0.0
6372,0.26
6373,0.01
6374,0.0
6375,0.0
6376,0.0
6377,0.0
6378,0.0
6379,0.0
6380,0.0
6381,0.0
6382,0.27
6383,0.0
6384,0.45
6385,0.0
6386,0.02
6387,0.07
6388,0.01
6389,0.09
6390,0.02
6391,0.01
6392,0.02
6393,0.0
6394,0.0
6395,0.09
6396,0.15
6397,0.11
6398,0.0
6399,0.0
6400,0.06
6401,0.03
6402,0.03
6403,0.02
6404,0.4
6405,0.0
6406,0.0
6407,0.13
6408,0.39
6409,0.1
6410,0.09
6411,0.01
6412,0.01
6413,0.05
6414,0.02
6415,0.0
6416,0.0
6417,0.01
6418,0.13
6419,0.36
6420,0.0
6421,0.01
6422,0.0
6423,0.36
6424,0.02
6425,0.09
6426,0.07
6427,0.01
6428,0.0
6429,0.02
6430,0.03
6431,0.23
6432,0.04
6433,0.09
6434,0.0
6435,0.21
6436,0.02
6437,0.08
6438,0.02
6439,0.0
6440,0.07
6441,0.01
6442,0.01
6443,0.0
6444,0.0
6445,0.1
6446,0.05
6447,0.18
6448,0.08
6449,0.0
6450,0.0
6451,0.02
6452,0.01
6453,0.0
6454,0.01
6455,0.06
6456,0.06
6457,0.21
6458,0.09
6459,0.01
6460,0.01
6461,0.0
6462,0.22
6463,0.0
6464,0.0
6465,0.0
6466,0.0
6467,0.0
6468,0.0
6469,0.0
6470,0.19
6471,0.06
6472,0.0
6473,0.0
6474,0.04
6475,0.0
6476,0.0
6477,0.02
6478,0.14
6479,0.0
6480,0.36
6481,0.07
6482,0.05
6483,0.16
6484,0.0
6485,0.01
6486,0.01
6487,0.02
6488,0.11
6489,0.0
6490,0.0
6491,0.59
6492,0.06
6493,0.02
6494,0.01
6495,0.03
6496,0.09
6497,0.03
6498,0.0
6499,0.01
6500,0.03
6501,0.04
6502,0.02
6503,0.5
6504,0.04
6505,0.0
6506,0.0
6507,0.0
6508,0.01
6509,0.05
6510,0.0
6511,0.44
6512,0.0
6513,0.03
6514,0.0
6515,0.01
6516,0.44
6517,0.08
6518,0.12
6519,0.02
6520,0.0
6521,0.0
6522,0.13
6523,0.02
6524,0.06
6525,0.03
6526,0.3
6527,0.05
6528,0.07
6529,0.0
6530,0.0
6531,0.01
6532,0.08
6533,0.0
6534,0.03
6535,0.0
6536,0.01
6537,0.0
6538,0.0
6539,0.01
6540,0.02
6541,0.0
6542,0.04
6543,0.01
6544,0.0
6545,0.19
6546,0.01
6547,0.0
6548,0.04
6549,0.04
6550,0.07
6551,0.0
6552,0.0
6553,0.0
6554,0.71
6555,0.03
6556,0.03
6557,0.01
6558,0.12
6559,0.0
6560,0.02
6561,0.1
6562,0.22
6563,0.0
6564,0.0
6565,0.0
6566,0.05
6567,0.02
6568,0.49
6569,0.03
6570,0.09
6571,0.11
6572,0.01
6573,0.34
6574,0.07
6575,0.09
6576,0.06
6577,0.01
6578,0.01
6579,0.09
6580,0.13
6581,0.04
6582,0.0
6583,0.0
6584,0.01
6585,0.0
6586,0.0
6587,0.32
6588,0.03
6589,0.04
6590,0.02
6591,0.42
6592,0.37
6593,0.03
6594,0.03
6595,0.25
6596,0.02
6597,0.08
6598,0.01
6599,0.02
6600,0.0
6601,0.0
6602,0.0
6603,0.02
6604,0.29
6605,0.01
6606,0.0
6607,0.05
6608,0.0
6609,0.05
6610,0.03
6611,0.09
6612,0.0
6613,0.03
6614,0.13
6615,0.0
6616,0.09166666666666667
6617,0.04
6618,0.05
6619,0.01
6620,0.04
6621,0.11
6622,0.01
6623,0.05
6624,0.0
6625,0.01
6626,0.17
6627,0.1
6628,0.0
6629,0.26
6630,0.05
6631,0.03
6632,0.13
6633,0.03
6634,0.0
6635,0.0
6636,0.07
6637,0.2
6638,0.01
6639,0.0
6640,0.01
6641,0.01
6642,0.04
6643,0.03
6644,0.07
6645,0.01
6646,0.03
6647,0.0
6648,0.05
6649,0.02
6650,0.01
6651,0.0
6652,0.07
6653,0.08
6654,0.06
6655,0.05
6656,0.0
6657,0.01
6658,0.46
6659,0.2
6660,0.0
6661,0.0
6662,0.0
6663,0.02
6664,0.03
6665,0.05
6666,0.01
6667,0.02
6668,0.02
6669,0.0
6670,0.02
6671,0.0
6672,0.1
6673,0.39
6674,0.01
6675,0.0
6676,0.03
6677,0.03
6678,0.0
6679,0.0
6680,0.0
6681,0.0
6682,0.01
6683,0.03
6684,0.0
6685,0.02
6686,0.05
6687,0.22
6688,0.02
6689,0.01
6690,0.05
6691,0.04
6692,0.08
6693,0.03
6694,0.02
6695,0.02
6696,0.0
6697,0.45
6698,0.01
6699,0.0
6700,0.1
6701,0.0
6702,0.01
6703,0.0
6704,0.24
6705,0.01
6706,0.01
6707,0.69
6708,0.05
6709,0.49
6710,0.06
6711,0.06
6712,0.09
6713,0.03
6714,0.0
6715,0.0
6716,0.01
6717,0.02
6718,0.03
6719,0.13
6720,0.03
6721,0.0
6722,0.06
6723,0.01
6724,0.03
6725,0.15
6726,0.02
6727,0.02
6728,0.64
6729,0.0
6730,0.13
6731,0.41
6732,0.01
6733,0.02
6734,0.0
6735,0.0
6736,0.02
6737,0.01
6738,0.05
6739,0.02
6740,0.03
6741,0.04
6742,0.0
6743,0.0
6744,0.0
6745,0.02
6746,0.09
6747,0.0
6748,0.0
6749,0.11
6750,0.02
6751,0.01
6752,0.01
6753,0.28
6754,0.03
6755,0.05
6756,0.0
6757,0.03
6758,0.08
6759,0.0
6760,0.03
6761,0.44
6762,0.0
6763,0.04
6764,0.23
6765,0.06
6766,0.0
6767,0.02
6768,0.16
6769,0.0
6770,0.06
6771,0.01
6772,0.0
6773,0.0
6774,0.02
6775,0.0
6776,0.01
6777,0.39
6778,0.01
6779,0.01
6780,0.05
6781,0.0
6782,0.07
6783,0.17
6784,0.13
6785,0.1
6786,0.0
6787,0.0
6788,0.0
6789,0.03
6790,0.05
6791,0.03
6792,0.02
6793,0.22
6794,0.3
6795,0.01
6796,0.17
6797,0.01
6798,0.05
6799,0.0
6800,0.03
6801,0.0
6802,0.03
6803,0.01
6804,0.18
6805,0.09
6806,0.02
6807,0.0
6808,0.02
6809,0.49
6810,0.35
6811,0.02
6812,0.04
6813,0.01
6814,0.58
6815,0.05
6816,0.0
6817,0.0
6818,0.0
6819,0.03
6820,0.01
6821,0.0
6822,0.28
6823,0.0
6824,0.03
6825,0.05
6826,0.02
6827,0.01
6828,0.02
6829,0.01
6830,0.0
6831,0.02
6832,0.05
6833,0.0
6834,0.02
6835,0.05
6836,0.01
6837,0.1
6838,0.01
6839,0.02
6840,0.02
6841,0.03
6842,0.02
6843,0.02
6844,0.01
6845,0.25
6846,0.0
6847,0.05
6848,0.01
6849,0.0
6850,0.04
6851,0.01
6852,0.03
6853,0.0
6854,0.01
6855,0.0
6856,0.01
6857,0.02
6858,0.02
6859,0.01
6860,0.0
6861,0.01
6862,0.0
6863,0.02
6864,0.07
6865,0.09
6866,0.0
6867,0.04
6868,0.15
6869,0.41
6870,0.0
6871,0.1
6872,0.52
6873,0.0
6874,0.0
6875,0.0
6876,0.0
6877,0.04
6878,0.06
6879,0.0
6880,0.08
6881,0.0
6882,0.01
6883,0.2
6884,0.02
6885,0.0
6886,0.11
6887,0.0
6888,0.06
6889,0.0
6890,0.07
6891,0.0
6892,0.0
6893,0.02
6894,0.06
6895,0.0
6896,0.08
6897,0.02
6898,0.1
6899,0.37
6900,0.01
6901,0.02
6902,0.0
6903,0.08
6904,0.05
6905,0.0
6906,0.02
6907,0.13
6908,0.01
6909,0.0
6910,0.01
6911,0.02
6912,0.0
6913,0.01
6914,0.02
6915,0.0
6916,0.01
6917,0.19
6918,0.04
6919,0.04
6920,0.0
6921,0.0
6922,0.19
6923,0.01
6924,0.11
6925,0.02
6926,0.0
6927,0.0
6928,0.01
6929,0.0
6930,0.07
6931,0.01
6932,0.02
6933,0.5
6934,0.0
6935,0.02
6936,0.0
6937,0.03
6938,0.05
6939,0.0
6940,0.0
6941,0.06
6942,0.01
6943,0.0
6944,0.0
6945,0.02
6946,0.32
6947,0.05
6948,0.03
6949,0.01
6950,0.01
6951,0.0
6952,0.0
6953,0.04
6954,0.0
6955,0.02
6956,0.0
6957,0.0
6958,0.0
6959,0.1
6960,0.01
6961,0.02
6962,0.02
6963,0.31
6964,0.0
6965,0.01
6966,0.0
6967,0.01
6968,0.0
6969,0.1
6970,0.01
6971,0.0
6972,0.0
6973,0.01
6974,0.0
6975,0.07
6976,0.02
6977,0.01
6978,0.35
6979,0.0
6980,0.0
6981,0.13
6982,0.05
6983,0.03
6984,0.58
6985,0.01
6986,0.01
6987,0.06
6988,0.01
6989,0.01
6990,0.22
6991,0.16
6992,0.01
6993,0.01
6994,0.04
6995,0.01
6996,0.0
6997,0.0
6998,0.06
6999,0.0
7000,0.18
7001,0.0
7002,0.02
7003,0.05
7004,0.01
7005,0.06
7006,0.1
7007,0.08
7008,0.33
7009,0.11
7010,0.0
7011,0.0
7012,0.02
7013,0.04
7014,0.35
7015,0.0
7016,0.15
7017,0.14
7018,0.0
7019,0.0
7020,0.01
7021,0.0
7022,0.0
